,nari_kye#서울어린이대공원 #서울어린이대공원동물원 어제 택시아저씨님의 추천으로 급 가게된 #어린이대공원 입장료가 공짜임에도 나름 다양한 동물들로 더운 날씨에도 은후가 넘나 재밌어했다.?? 그리고 그녀는 #떡실신 잠시 그늘에 쉬며 마지막은 #럽스타그램 #가족여행 #서울여행 #육아스타그램 #애스타그램 #부산맘스타그램 #딸바보그램 #명지아기 #명지맘5주
,mommy.sunny8181애기는 시엄니가 보시나 ~ ㅎ  서울여행 부럽소 ??5주답글 달기
,moongold8ㅋㅋㅋ마지막사진 둘다 지쳐보이는건 기분탓이가5주답글 달기
,sjsmom.khy헙 이더운날 어린이대공원이라니5주답글 달기
,djne_mom경기도 가면 우리도 가봐야것네~~5주답글 달기
,rod486은후아까시고ㅋㅋㅋ이뽀이뽀ㅋㅋㅋㅋ5주답글 달기
,bae_sum52헉 어린이대공원 우리집완전 근처 우리는 그시각 어린이회관 수영장~우연히봤으면 진심 반가웠을듯????5주답글 달기
,"kima_reum92주말, 서울 어린이대공원?? 걸어다니기 힘들댜ㅠㅠ그래도 동물구경은 즐거움?? 저녁되니 추움..#주말 #서울 #서울어린이대공원 #동물원 #즐거움43주"
,kima_reum92#34개월 #15년생 #11월생 #양띠아기 #네살 #또리일상 #귀염둥이 #사랑둥이 #눈웃음쟁이 #이쁜딸 #동물구경 #신난다 #주말일상 #주말끝 #일요일 #서울어린이대공원동물원 #육아맘 #육아맘일상43주답글 달기
,kim_neysul피드 잘보고 가요43주답글 달기
,dmini_04여기 안에 엄청 큰 바다사자 있대!?:*+.\(( °ω° ))/.:+#서울어린이대공원 #서울어린이대공원동물원 #동물원 #큰바다사자 #뒷모습 #zoo #sealions #backpicture8주
,teenytiny.giraffeYour picture is really amazing..8주답글 달기
,"love_scenario_은별이 ,,, 수고했다 ,,,8주좋아요 1개답글 달기"
,sypark_22바다사자 너 아님?8주좋아요 1개답글 달기
,sungwook_oneul기분 좋은 하루 보내세요8주답글 달기
,k.you.j.s2#20190809#금요일#서울대공원#서울어린이대공원동물원걸음 수 만팔천... ??1일
,xoxo_jeaayooooon이런데 갈꺼면 부르지 나 휴가내고 갈걸1일답글 달기
,luv_jueni그만큼 안 먹었겠지???1일답글 달기
,lee.es_89성호 얼굴탄거보소 ㅋㅋㅋㅋㅋㅋㅋ1일답글 달기
,ajeong_seonD+2 서울어린이대공원 동물원날씨 너~~무 좋음..조금 흐리길 바랬건만.. 요즘 물개에 꽂힌 새봄이내 차만 타면 물개물개 보러가자고 해서~다시 또 왔다!ㅎㅎ차안에서 내내 안자다가 도착하니 바로 잠드는새봄이 덕분에 첨으로 코끼리 열차없이 리프트 없이 유모차를 끌고 피톤치드를 마시며 출구까지ㄱㄱ~출구도착해서 들어가자마자 일어나는 굿 타이밍!! 오늘은 저번에 갔던코스말고 다른 코스로 도전!!어린이 대공원을 제대로 다 구경하려면 최소 두번은 와야한다는 것! 새봄인 두달동안 세번온건 안비밀!!동물원 지도는 내 머리속에 저장! #서울어린이대공원동물원 #라이언카페 바로 앞에 사자가보인다.#팥빙수 먹방1주
,_sunghee__아빠 휴가 꽉꽉채워 불태워 보자?ㅋㅋ1주
,_sunghee__#서울어린이대공원 #서울어린이대공원동물원 #12개월아기 #휴가 #딸맘 #아빠랑딸 #???? #육아 #육아소통1주답글 달기
,"su_eduworld_director#서울투어#서울어린이대공원동물원#촌스럽지만,#내생애#처음본#코끼리1주"
,y.eun.92간식도 선풍기도아빠가 나를 위해 싸준건디왜 엄마만...!!!! #서울어린이대공원동물원 #여름엔아이스커피??  아니고#여름엔아쿠아리움?? #에어컨없는곳은위험해1주
,woriworiworld잘간다 진짜 니넨 온니 우성이만을 위한 라이프구나1주답글 달기
,de_418나도 애들데리고 서울간댜..??1주답글 달기
,dong_dongho포천 막국수가맛잇당 놀러온나1주답글 달기
,bornthisnrㅋㅋㅋㅋㅋ우성아 울어버려!!!1주답글 달기
,gun_uniㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웃기는 말 학원 다니세요 ..?1주답글 달기
,azure_h22코로나에 퐁당??...#라임퐁당코로나#존맛탱#바스켓섭취#이태원#까사코로나#치즈스틱#퀘사디아#라탄매력흠뻑#서울어린이대공원동물원 분위기에취해#흥에취해#신나게놀기#흠뻑마심2주
,mingming._.91보고싶어!!!!!!!!1주답글 달기
,oohgenieㅋㅋㅋㅋ 언니 놀러간게아니라 살찌러갔어여??? ㅋㅋㅋㅋ ㅋ1주좋아요 1개답글 달기
,dovongg반갑습니다 ^^ 다시 찾는 중고차 세일카 대표 엄만호입니다. 고객님들의 만족이 가득 담긴 감사한 후기 구경오세요!1주답글 달기
,"hyeeun1983D+443오늘은 옥이 이모랑 인후엉아랑서울 어린이대공원 다녀왔어용~갑자기 비가와서 들어간 ""상상나라""어머 완전 대박~~~~~~~놀것도 너무많고 하루종일 있어도지루해 하지 않고 너무 잘놀꺼 같은~수혁이도 너무 신이나서 싱글벙글~나중에 또한번 꼭 가고싶은 그런곳!!! 뚜혀기는 태어나서 처음본 동물들~근데...별로 관심은 없는듯 ㅋ아직은 너무 어린가요~~ㅋㅋㅋ오늘하루 땡깡도 많이 안부리고인후엉아랑 잼있게 잘 놀다온 뚜혀기~엄마가 칭찬해??저녁도 아주 맛나게 먹어주고^^고마워요 아드님♡#서울어린이대공원동물원 #상상 나라#또가자 #너무좋아 #신난다아들 #물이좋아 #14개월아들 #오늘칭찬해 #잘했오 #사랑해?? #황금개띠남아 #아들맘 #내남자3주"
,ariiiiiiiiiim수혁이 대공원 다녀왔구낭~ 많이 컸는데도 귀여운 뚜혁??3주좋아요 1개답글 달기
,eun_0726수혁이 멋진하루를 보냈구나?? 소문대로 상상나라는 가볼만하구나?? 밥도 잘먹고 엄마말도 잘들은 우리수혁이?? 칭찬해요????3주좋아요 1개답글 달기
,son_hyeock오늘뚜혀기 효자 ???????????? 말도잘듣고 순둥이 느므이뻐3주좋아요 1개답글 달기
,_kangsol_아구 울 이쁜이들??.??3주좋아요 1개답글 달기
,sonhyesim83수혀기신났구나??난 상상나라안가봤는데 후회중ㅋㅋㅋㄱ담에가티가자그??3주좋아요 1개답글 달기
,homeiove수혀기 어기 잼난데 다녀왓어어어??  수혀기쫌만 더커서 동물원가티가쟈아??3주좋아요 1개답글 달기
,ccami282아이고 울뚜혀기아프고나니 더예뻐졌네????이모의 워너비뚜혀기??3주좋아요 1개답글 달기
,haru20160714두번째 동물원..아직도 동물에겐 큰 관심이없음오랜만에 탄 리프트는 좀 무서웠음코끼리 열차를 제일 재밌어한 하루마지막은 어린이집에서 개구리분장생일 하루전이라 마지막 무료입장#서울어린이대공원동물원 #다음에또오자4주
,hyerinyangs25번째 사진 졸귀탱이다ㅠㅠㅠㅠㅠㅠ헉 내 심댱......????4주좋아요 1개답글 달기
,hanbit_kwak#서울어린이대공원 #서울어린이대공원동물원 왜 맨날 동물이 보고싶은건데...........4주
,dldbfla1296우리집딸들은 물고기여??그만즘 봤으면ㅋㅋ4주답글 달기
,daehoon_lee_서울어린이대공원(무료) 동물원은 오후5시까지 라고하네요다음에는 사자 호랑이 정면사진 위해서..시원해지면 제3차 서울어린이대공원 동물원출사를 기약하면 집으로...#korea #southkorea #서울어린이대공원 #서울어린이대공원동물원 #동물 #ainmal #원숭이 #monkey #동물eyeaf #eye_af #소니 #sony #sonykorea #sonyalphaanimalportrait #a7r3 #시그마135 #출사4주
,tristankwon모델이 수줍음이 많은것 같네요.??4주좋아요 1개답글 달기
,daehoon_lee_잠깐나온 호랑이 순간포착 정면사진 촬영하기 위해 다시 대기중(더운지 30분째 안나오네요)벵갈 호랑이도 동물eye-af가 잘됬었네요#korea #southkorea #서울어린이대공원 #서울어린이대공원동물원 #동물 #ainmal #호랑이 #벵갈호랑이 #tiger #bengal_tiger #동물eyeaf #eye_af #소니 #sony #sonykorea #sonyalphaanimalportrait #a7r3 #시그마135 #출사4주
,farraffaExcellent profile ??????2주답글 달기
,daehoon_lee_유리창이 없으면 깨끗하사진을 찍을텐데 라고생각했지만유리창이 없었더라면 이렇게 가까이 촬영을 못했을겁니다.서발은 동물eye-af가 잘됬었네요#korea #southkorea #서울어린이대공원 #서울어린이대공원동물원 #동물 #ainmal #서발 #serval #동물eyeaf #eye_af #소니 #sony #sonykorea #sonyalphaanimalportrait #a7r3 #시그마135 #출사4주
,daehoon_lee_제2차 서울어린이대공원동물원출사 오늘도 덥네요저번에 못찍었던 동물들 촬영하러 표범도 동물eye-af가 잘됬었네요#korea #southkorea #서울어린이대공원 #서울어린이대공원동물원 #동물 #ainmal #표범 #leopard #동물eyeaf #eye_af #소니 #sony #sonykorea #sonyalphaanimalportrait #a7r3 #시그마135 #출사4주
,p.mhmh#생후306일 ..#서울어린이대공원동물원 2시간걸려서 갔다가1시간만에 돌아옴#진심겁나더웠어#더있고싶었는데#녹아내리는줄 #정아현카시트싫다고울더니#핑크퐁노래만나오면조용#오늘도엄마아빠가더신난날4주
,p.mhmh????4주답글 달기
,jjoo_kkk이더위에 갔다고?ㅋㅋㅋㅋ고생했네ㅠㅠㅠㅠ4주좋아요 1개답글 달기
,blingbling_hj즐거운 나날 되시기를 빌어요☆4주답글 달기
,ssss_2_아 기요우 ㅋㅋㅋㅋㅋ4주좋아요 1개답글 달기
,seol.y.y그래도 아혀니 좋았게따아???? 평일에 한번 가볼까봐요4주좋아요 1개답글 달기
,theflowerway.ah카시트거부 아 증말 힘드러요 ?????♀??????♀? 아현인 그래두 노래틀면 좋아한다니 넘나다행4주좋아요 1개답글 달기
,market_som아가가 넘 귀여워요 ?? 전 생후129일된 딸둔 20대 초보맘이에요?? 육아소통하며 배우기도하고 쇼핑몰도 운영중이에요ㅎㅎ소통하고 싶어서 선팔 남겨용! 아기모델 서포터즈도 뽑고 있으니 지원하시고 이쁜옷도 받아가세요 ?4주답글 달기
,jby1021어린이대공원 다녀오셧군용 ~^^ 많이더우셧죠 ㅜ? 비도 안오고 ..시원하게 내려줬으면 ..하은이도 카시트 싫어해요 ????????어휴.아가들 시기가 그럴때인가봐요4주좋아요 1개답글 달기
,a_mel_lia2019.7.13.서울 어린이 대공원 주인은 미어캣 (?)..#서울#서울여행#국내여행#서울투어#서울어린이대공원#서울어린이대공원동물원#동물원#서울어린이대공원식물원#식물원#하이라이트는#미어캣#날씨더워죽음#기도하는거아님#새때문에놀람4주
,cliff_of_j더워서 도망갔으면서ㅋㅋㅋㅋㅋㅋㄱ??4주답글 달기
,lovlin_99오 나도 서울이얌??????4주답글 달기
,fnckolon_yunsik#유니버셜 아트센터#더스토리 오브 언더더씨#서울어린이대공원동물원4주
,daehoon_lee_코끼리는 동물eye-af가 안되네요 #korea #southkorea #서울어린이대공원 #서울어린이대공원동물원 #animal #동물 #코끼리 #동물eyeaf #eye_af #소니 #신재국 #신재국작가님 #a7r3 #시그마135 #출사4주
,daehoon_lee_#korea #southkorea #서울어린이대공원 #서울어린이대공원동물원 #새 #소니 #sony #sonykorea #a7r3 #시그마135 #출사4주
,daehoon_lee_135mm 원본사이즈입니다.앞에 있는원숭이가 두목원숭이 같네요#korea #southkorea #서울어린이대공원 #서울어린이대공원동물원 #동물 #animal #원숭이 #monkey #동물eyeaf #eye_af #소니 #소니세미나 #세미나 #신재국 #신재국작가님 #a7r3 #시그마135 #출사4주
,daehoon_lee_여름에는 더워서 동물원 동물들도 오후 5시쯤에 밖에  나오네요원숭이도 동물eye-af가 되다 안되다하네요(사람eye-af로 해야하나봐요?)크롭한사진입니다.#korea #southkorea #서울어린이대공원 #서울어린이대공원동물원 #동물 #animal #원숭이 #monkey #동물eyeaf #eye_af #소니 #sony #sonykorea #sonyalphaanimalportrait #소니세미나 #세미나 #신재국 #신재국작가님 #a7r3 #시그마135 #출사4주
,daehoon_lee_염소수염?염소는 동물eye-af가 안되네요 #korea #southkorea #서울어린이대공원 #서울어린이대공원동물원 #동물 #animal #염소 #goat #동물eyeaf #eye_af #소니 #소니세미나 #세미나 #신재국 #신재국작가님 #a7r3 #시그마135 #출사4주
,daehoon_lee_말간지?#korea #southkorea #서울어린이대공원 #서울어린이대공원동물원 #동물 #animal #말 #horse #동물eyeaf #eye_af #소니 #sony #sonykorea #sonyalphaanimalportrait #소니세미나 #세미나 #신재국 #신재국작가님 #a7r3 #시그마135 #출사4주
서울시립천문대,서울시립천문대
,__jeongwon77#서울시립천문대 #달#??#크레이터#실사#천체망원경 #480배율 .지난달 겨울철 별자리보기에 이어정월대보름 앞두고 달구경을 하러갔다...달이 어떻게 생겨났는지..나만 몰랐나..울아이들 다알고있네...의미있는  #봄방학 보내기#초딩스타그램#달그램25주
,younjae___blue서울 시립천문대별빛산책 에다녀왔어욤♡가을하늘 별구경^^ 미리사전예약하는 시스템!밤 7시부터 9시까지 진행됨^^(그래서 토요일로~~) 첫번째는 ' 18m돔 스크린 ' *천체투영실에서영상미디어로 별자리설명과 계절별자리설명을들은후두번째 *천체관측실 '별오름'에서서울시 최대크기의 600mm대형망원경 의 설명과 우리나라의천체관측에 대한설명 등등 재미있는 이야기를듣고대망의세번째 *슬라이딩돔'보조관측실'로이동 하여 드디어!실제별관측!6개의 다양한 망원경이있었지만그중 한가지는 낮에 해를관측하는것이고나머지 5대로 각각의 가을별과 행성을보았어요5가지 모두기억에남지만특히! 토성☆너무귀엽고 신기했음!그링이 어쩜ㅋㅋ토성만두번봄!화성과 베가라는별(직녀별)카시오페아 페르세우스 배부분이자 안드로메다 머리의 별알페라츠별까지진심! 너무신기했음♡♡♡ 삼남매와 즐거운 별자리이야가^^ ♧참고사항 .. 가을엔 반짝이는별이 많치않테욤  다른 계절에비해ㅋㅋ (그래도 신기하고잼있음!!) #서울시립천문대#서울광진구청소년수련관#별빛산책#별자리이야기#서울시에서제일큰망원경#망원경으로별보기#토성너무이쁨#친구들과함께#삼남매와함께#또가고싶다#가을밤별구경44주
,dahlia_silla#시립서울천문대 #서울시립천문대둘중뭐가맞나 암튼 달보는게 최고였다 입체감 오지고지리고렛잇고였음29주
,zzoo80#정월대보름남편. 아들. 내 소원을 쓴 종이를볏짚에 끼워놓았는데..잘타면 소원이 이루어진다는데-제발 이루어지길..??#달집태우기 #정월대보름체험 #서울시립천문대 #천체망원경달보기체험130주
,haha_ahn이루어지길 나도 응원해용~~~!!130주답글 달기
,hyobiniya별빛산책 뒷풀이 ~! 뉴페가 2분이나 !!!금주는 아니지만 절주를 위해... 맥주 3잔으로 버티....ㅜㅜ쉽지 않구만... ㅎㅎㅎ 그래도 할수 있지?! .#별빛산책 #삼겹살 #뒷풀이 #여행사 #천호역 #절주중 #서울시립천문대13주
,jinajina27언니 금주시자악!13주답글 달기
,feel8383#별헤는밤 #서울시립천문대 #카시오페아 #북극성 #큰곰자리 #화성 #토성 #견우별 #직녀별 #망원경 #관측 토성 귀엽네47주
,miriam.lee붕어빵이다 ㅎㅎ47주답글 달기
,flowing.time오~ 토성 보입니까?47주답글 달기
,tattooer.gieok소통해요^^*46주좋아요 1개답글 달기
,"zzoo80아들의 소원은,#햄스터키우기#식물키우기#빨리여름이오길.. 세가지소원이 너무귀엽구나..식물키우기 는 할수있겠다! #정월대보름 #달집태우기 #소원쓰기 #서울시립천문대130주"
,lululala_2019서울에 천문대가 잇는지 몰랏는데..!더웟찌만 재밋엇던 천문대 데이트(ノ ' ³')ノ~♡별 좋아하는 날 위해서 #서울시립천문대 데이트! #천문대 #밤하늘156주
,gemma__8소년소녀 모험을 떠나다별빛탐사단이여!시리우스를 향해꿈을 발사하라5.4.3.2.1. 피융 ???? ..별보고나서 #깐부치킨 #귀여운녀석들#공벌레찾기#천문관측 #서울시립천문대#로켓단 #출동 #??2주
,k99774532천문대수업 재미나겠다요~^^ 저는 '아들 천문대수업 신청해줘야지...' 마음만 먹고 몸은 안움직이고 있어요??????2주답글 달기
,"jeongyoon79#서울시립천문대#별빛산책10시 넘어서 끝나고 집으로 가는길,낼 아침 출장인데 너무 졸립고 피곤스1주"
,"junxpapa_tennis..토성과 목성과 그외여러 별들을 보고 왔습니다.(서울에서 가장 크다는 우주 망원경으로).올해 토성을 처음 볼 수 있는 날이운좋게도 오늘 밤이였습니다..인생 첨으로 본목성은 너무 크고 아름다웠구요...역시 ??인간은 우주의 먼지보다 작았고서울 하늘에서도많은 행성과 별들을 직접 볼 수 있었습니다...??별은 내가슴에 (멘트는 역시 X세대)인스타그램에서 별 본 거 자랑하기.이곳은우주의 신비에 대한 궁굼증을 해결하기 좋고2시간 프로그램 알차고 돈쓴 보람 있고별을 보며 멋진 데이트도 가능한그런 곳입니다..준준이들은 오늘별, 우주, 생명, 마블을 생각하고 잠들어요..#서울시립천문대 #별 #행성 #목성 #토성 #별스타그램 #인스타 #별구경 #천체관측 #아들 #일상 #아들스타그램1주"
,cool___han마블은 혹시 내가 보여준 그 마블인거?? ㅋㅋㅋㅋ1주좋아요 1개답글 달기
,leewongyu__gyuline엇 저도 매번가는테니스장에저런게생겼는데 아이와 이용해봐야겠네요 ㅎㅎ 낼뵐게요1주좋아요 1개답글 달기
,gogo_shark가까운 곳에 별관측을  할수 있는곳이 있었네요~  기회되면 가봐야겠네요~1주좋아요 1개답글 달기
,envyya??두시간이 어떻게 가는지 모를 정도로 재밌었던 #별빛산책 #서울시립천문대 2000원짜리 도록까지 알찼음저기에서 토르가 번개와 함께 나타날것 같아??프로그램 알려준 @gyulcarat 진짜진짜 고마워요1주
,"gyulcarat오오오!! 오늘 엄청 더운날인데 다녀오셨군요 ???? 아이들은 좋아하던가요? 궁금궁금!! 요고 계절별 관측 하는게 다르던데 여름에 해보고, 가을에도 신청 할까봐요 ????1주답글 달기"
,jazzie_jazzy0114??우와 준이형아다!!! 많이 컷다!!!1주답글 달기
,culinaryartisans오오 꼭 가봐야겠어요!!1주답글 달기
,black__mama난 여기 알고 있었는데 한번을 못갔어요! 말썽캠프도 내년에 보내요1박2일! 민찬인 두번 가봤어요 ㅋㅋㅋ1주답글 달기
,yeon1255#별빛산책 반짝반짝 #별 ??#광나루역 #서울시립천문대 #목성 구경5주
,ryu_skin안녕하세요 뉴스키너 류제범입니다?? Platform Business 투!잡! 알아보시겠어요???kakao?fr77365주답글 달기
,kimminhye1979.#달?? #소원을빌어봐 ??#??밀어보기#별볼일 #도심속별빛산책#서울시립천문대 #별자리찾아보기#천체망원경 속#달?? #실사#쌤이찍어주심??#관측실 갔더니 구름이 싹#하늘이도왔네#북두칠정 #목성 그냥보일만큼...#천체투영실 #18m돔스크린 #입체영상 ??#천체관측실 #직경8m원형돔 #600mm반사망원경#슬라이밍돔 #천체망원경 ??#10세의 #불금 #친구들과 #특별한시간 #체험8주
,lucaskelly?? That’s impressive8주좋아요 1개답글 달기
,kkang.j.y서울시립천문대.일끝나고 광나루역.별 관측.봄 별자리 관찰.#서울시립천문대#봄별자리#여름별자리#별자리관측#도심에서#별보기좋은곳#아직도#밤은춥다#춥고#배고프고#허리아프고#목아프고#회사끝나고#가족과함께#저녁이있는삶#내가원하는건#아이와함께#많은시간보내기#일상#워킹맘그램10주
,yena_haaa안녕하쎄요옹 '?'10주답글 달기
,gimyeongae370안녕하세요~ 요즘 날씨 많이 덥죠^^봄인가하면 여름이네요...아이들 케어하다보면 시간이 금방가네요...소통하고싶은데 선팔하고 가도 될까요?10주답글 달기
,hssoo_kim이런곳이 서울에 있네요^^ 좋은 정보 고맙~10주답글 달기
,park._jin._woo현장체험학습??#서울시립천문대 #뚝섬유원지 #한강 #홍대 #로맨틱크라운10주
,12gbkyeal2번째짤 ㅈㄴ 이쁜데 소개좀10주답글 달기
,yb_ysh잘생겼누10주답글 달기
,henayuna여섯살짜리 두명과 열살짜리 한명을 데리고 서울까지 감#플라네타리움 도 보고옥상에서 망원경으로 별도 관찰 함왜인지 모르지만 애들 엄청 신났음#서울시립천문대 #별빛산책 #아르크투르스 #스피카 #미자르알코르 #오년뒤에다시가자11주
,ymh0208나도 좀 델꾸가면 안되니??11주좋아요 1개답글 달기
,juli_s.y.lee#도심속별빛산책#서울시립천문대#원형돔#슬라이딩돔#별자리#광장동#육아소통11주
,hyoju_kkk광진구에 몇십년을 살면서도 저 동그라미가 천문대인거 이번에 알게 되어서 아이들과 별 보러 다녀왔어요?? 운 좋게 날씨까지 좋아서 별도 잘 보고 새로운 공부도 하고 너무 재밌었답니다(물론 좀 이해하기 어려운 부분도 있었지만 ㅋㅋㅋ) 더 더워지기전에 보면 좋을거 같아서 오랜만에 추천합니다!!!! 신기하고 색다른 경험이라 아이들도 엄마들도 재밌었어요???? 커플들 낭만데이트로도 좋을거 같아요! 거기다 이번주말 광진교 차없는 거리라네요 ㅎㅎㅎ.??장소는 제가 매주가는 #광진구민체육센터 바로 옆이구요 #서울시립천문대 홈페이지에서 #별빛산책 예약하시면 되세요!11주
,mongchi_world두번째 사진...서로랑 시호 자세가....상반되는군....??11주답글 달기
,evol0201치마 내 놓으십시다11주답글 달기
,k____minji너무 날씬해요??11주답글 달기
,ggooom2318나랑두.. 놀아쥬 ??11주답글 달기
,from_oki아르크투르스에 태그되어있는거야 ? (아는척ㅋㅋ??)11주답글 달기
,lovely_soo3bro_광진구사시는구나??11주답글 달기
,salarykorea#서울시립천문대서울까지 봄 별자리보러 갔는데날이 흐려서 천체 망원경으로롯데타워만 보고 옴. ㅎㅎ11주
,thomas._ahn별빛산책~~~광진청소년수련관 서울시립천문대서울시에서 가장 큰 망원경#가족나들이 #아들딸스타그램 #서울시립천문대 #광진청소년수련관 #별빛산책 #별구경 #봄의대곡선 #봄의대삼각형13주
,yeoju_sanchon구경 잘하고가요!??12주좋아요 1개답글 달기
,jin.hwa.rim절친 도화니 덕에 별보러 갔다.. #서울시립천문대#2달전예약한#도환맘님께감사????????#둘이데꼬다니기민폐#아들키우는건고단해 #늙은애미들은힘겹다 #에너자이저아들들#과학자가되겠다묘????????#매일매일다른꿈??????#뭐든행복하면된거다 #별본날#엄마는봐도몰것따??#진화림#하이든#별빛산책13주
,florason7아직 천진난만한 이든이구나 ^^ 울 아드님은 시큰둥한 반응이었.. ㅋ 이 근처에도있으니 가보시길 ~13주답글 달기
,"simple_sook어머, 이든 살찐겨?13주답글 달기"
,nanim1129?????? #주말나들이#별빛산책#서울시립천문대#달#별#해#성운#별자리#블랙홀#달에토끼봄17주
,flwjddl사진 잘보고 가요~17주답글 달기
,enjoy.uijeongbu.yangju????????16주답글 달기
,girljakhj.별보러 천문대 체험 ?? 오랜만에 가족샷시리우스도 보고 달도 보고!내가 더 재밌게 봤네??..#서울시립천문대#별빛산책#별#달#우주#신비롭다?#주말나들이17주
,bleuereyes달이 빛나는 밤~!!#서울시립천문대 #달이빛나는밤?? #추억쌓기 #소소한일상 #밤마실17주
,__yoonmins__.#서울시립천문대#별보러가요#별빛산책#초1#유딩#아들스타그램#우주책외우던녀석#그리스로마신화읽기시작#별자리#직관하러가심#딸스타그램#망원경잘볼수있을까걱정#6세도망원경잘봐요#예약하고가셈#어서와천문대는처음이지#광나루역#황소자리도보고#오리온자리도보고#큰곰자리도보고#큰개자리도보고#겨울과#봄의#중간쯤18주
,ikidsband_ghewha서울에서도? 그리많이  보이나요? 서오릉어딘가도  생겼다던데.... 민석인  행복한  아들  ㅎ18주좋아요 1개답글 달기
,_saeroma인친해요! 선팔 하고 가요 저도 팔로우 부탁해용~~??18주답글 달기
,baejonghee오?! 역시 ??18주좋아요 1개답글 달기
,"new_naveenIt was another great moment for me when I look into 600mm telescope finding Mars and capturing the Orion nebula again. Though we had light and dust pollution out there, we still had a clear shot. I wish I had a big telescope like this at my rooftop. ???? #서울시립천문대20주"
,yunseolhyi1??20주답글 달기
,sangsangnu?????????? 방송 잘봤어요^^20주좋아요 1개답글 달기
