숫자0부터 시작,시/도속성,지역속성,분류,가게명칭,위도,경도,주소,가게 전화,운영시간,예상 소요시간,사진폴더 이름,설명, #해시태그 5가지
S190530000076,1,108,1000,압구정로데오거리,37.5267418,127.0360766,서울 강남구 신사동 643-17,정보없음,정보없음,20,010108_압구정로데오거리,카페보다 옷가게가 좀 더 많은 곳으로 다양한 스타일들과 멋쟁이들이 많은 곳이다.,프리마켓 공연 시장 옷가게 스타일
S190530000077,1,2201,1000,연신내로데오거리,37.6187631,126.9195754,서울 은평구 갈현동 398-11,정보없음,정보없음,30,012201_연신내로데오거리,"단순히 걷는 거리가 아닌, 사주, 카페, 타로, 화장품 등 다양한 구경거리가 있는 길이다.",놀거리 쇼핑 산책 사주 연신내
S190530000078,1,2134,1000,우사단길,37.5335921,126.9998429,서울 용산구 한남동 732-23,정보없음,정보없음,30,012134_우사단길,"현재 아티스트, 이색 카페, 공방 등의 거리로 꾸며진 거리로 이슬람교, 벽화, 도깨비시장도 있다.",아티스트 공방 플리마켓 이슬람교 도깨비시장
S190530000079,1,2025,1000,윤중로벚꽃길,37.5285338,126.9302539,서울 영등포구 여의도동 8-1,정보없음,정보없음,30,012025_윤중로벚꽃길,4월에 벚꽃길로 유명한 곳으로 매년 벚꽃축제도 열리는 곳이다.,벚꽃길 벚꽃구경 자전거 산책길 나들이
S190530000080,1,2125,1000,이태원거리,37.5384272,126.9654442,서울 용산구 이태원동 124-12,정보없음,정보없음,30,012125_이태원거리,"외국문화와 한국문화가 어우러진 거리로 벽화, 맛집, 카페 등 다양한 즐길거리가 마련되어 있다.",공연 레스토랑 나들이 외국 벽화
S190530000081,1,2125,1000,이태원앤틱가구거리,37.5384272,126.9654442,서울 용산구 이태원동 96-132,정보없음,정보없음,20,012125_이태원앤틱가구거리,"마치 과거에 머무는 듯한 느낌들의 소품과 외관들이 나열된 거리로, 앤틱가구 마니아들이 좋아하는 곳이며 구경하기에도 좋다.",앤틱가구 과거 소품 마니아 구경
S190530000082,1,2355,1000,익선동한옥거리,37.5734223,126.9897649,서울 종로구 익선동 166-95,정보없음,정보없음,30,012355_익선동한옥거리,도깨비에도 나왔을 만큼 예쁜 한옥거리로 사진 찍기에 좋으며 옛날 전통의 미를 느낄 수 있다.,도깨비 드라마 한옥 전통의미 사진
S190530000083,1,2329,1000,종로귀금속거리,37.5713229,126.9928305,서울 종로구 봉익동 146,정보없음,정보없음,20,012329_종로귀금속거리,다양한 귀금속들을 판매하는 곳으로 저렴한 곳과 고급스러운 곳들이 섞여있으니 많은 곳을 둘러보고 결정하는게 좋다.,귀금속 반지 목걸이 고급진 신중
S190530000084,1,209,1000,천호동로데오거리,37.5395537,127.1272517,서울 강동구 천호동 413-1,정보없음,정보없음,20,010209_천호동로데오거리,"레스토랑, 카페, 술집, 놀이방, 클럽 등 다양한 놀거리가 많아 외국 관광객들에게도 인기가 많은 곳이다.",놀거리 클럽 카페 술집 외국인
S190530000085,1,209,1000,천호문구완구거리,37.5407361,127.1231552,서울 강동구 천호동 457-11,정보없음,정보없음,30,010209_천호문구완구거리,"키덜트들이 좋아하는 거리로, 동네 문방구부터 파티용품, 프라모델 등 다양한 볼거리와 즐길거리가 마련되어 있다.",향수 키덜트 문구 완구 나들이
S190530000086,1,707,1000,항동철길,37.488806,126.8351815,서울 구로구 오류동 223-5,정보없음,정보없음,20,010707_항동철길,수목이 있어서 산책하며 걷기 좋은 곳이다.,철길 수목 산책로 낭만적인 사진찍기
S190530000087,1,2115,1000,해방촌,37.5420789,126.9873545,서울 용산구 용산동2가 48,정보없음,정보없음,20,012115_해방촌,앤티크한 느낌이 나는 작은 마을의 골목으로 일상의 풍경을 느낄 수 있는 곳이다.,서점 산책 야경 이국적 데이트
S190530000088,1,1312,1000,홍대거리,37.5520002,126.9214238,서울 마포구 서교동 365-1,정보없음,정보없음,20,011312_홍대거리,골목길에 다양한 벽화그림이 존재하며 젊음을 느낄 수 있는 거리이다.,길거리음식 벽화 젊음 홍대 걷기
S190530000089,1,1310,1000,홍대벽화거리,37.5516085,126.9241173,서울 마포구 상수동 72-36,정보없음,정보없음,20,011310_홍대벽화거리,"홍대 정문에서 오른쪽으로 바라보면 나오는 골목길로 다양한 벽화, 피카소 벽화골목으로도 유명하다.",벽화거리 피카소거리 데이트 벽화마을 홍익대
S190530000093,1,2330,1000,백사실계곡,37.6002527,126.9663031,서울 종로구 부암동 115,정보없음,정보없음,30,012330_백사실계곡,"깊은 숲을 따라 이어지는 오솔길 옆 계곡으로 버들치, 도롱뇽 등의 서식지일 만큼 물이 맑다.",계곡 성곽길 산책로 편안한 등산
S190530000094,1,2349,1000,수성동계곡,37.582182,126.9631432,서울 종로구 옥인동 185-3,02-2148-2844,매일 00:00 - 24:00,40,012349_수성동계곡,인왕산 자락에 사철 한적한 계곡으로 인왕산을 받치고 있는 그 모습이 호연지기를 가르치며 절로 한적한 느낌을 불러일으킨다. ,계곡 자락길 산책로 편안한 등산
S190530000095,1,2211,1000,진관사계곡,37.6381361,126.9466088,서울 은평구 진관동 산34,정보없음,정보없음,40,012211_진관사계곡,"북한산성 입구에 위치해 산림 생태계와 조화를 이루고 있으며 도롱뇽, 산개구리 등 서울시 보호종이 관찰되는 곳이다. ",계곡 등산 산행 깨끗한 국립공원
S190530000096,1,2333,1000,삼청동길,37.5837896,126.981913,서울 종로구 삼청동,정보없음,정보없음,30,012333_삼청동길,"한옥건물의 전통미와 갤러리, 카페의 현대미가 조화되어 다른 분위기를 연출하고 있는 곳으로 산책로와 화랑, 골동품 가게가 골목 사이에 숨어 문화향기가 가득하다.",산책로 나들이 한옥 골동품 미술관
S190530000123,1,1101,1000,간데메공원,37.5733686,127.0486847,서울 동대문구 답십리동 471 간데메공원,02-2249-2770,정보없음,60,011101_간데메공원,옛 자연부락의 이름을 따서 지은 공원. 이름처럼 예쁜 분수들의 향연과 고즈넉한 쉼터가 되어주는 정자가 있다.,공원 산책로 분수 쾌적한 휴식
S190530000125,1,502,1000,낙성대공원,37.4711007,126.95999,서울 관악구 봉천동 228 낙성대공원,정보없음,정보없음,60,010502_낙성대공원,서울 한복판에서 오두막을 볼 수 있는 그곳! 피톤치드효과에 탁월한 산책로이다.,전통혼례 둘레길 산책로 평화로운 등산
S190530000126,1,2435,1000,남산공원,37.5564828,126.9931435,서울 중구 예장동 산5-85 남산제1별관,02-3783-5900,매일 00:00 - 24:00,60,012435_남산공원,서울N타워가 한 눈에 보이는 남산공원으로 케이블카를 타지 않고 거닐어 보는 것도 좋은 경험이다.,공원 산책로 야경 화려한 나들이
S190530000127,1,1001,1000,다락체육공원,37.6918316,127.0466813,서울 도봉구 도봉동 8,02-901-5199,정보없음,40,011001_다락체육공원,"일반적인 체육공원은 야외, 체육활동에 적합하지만 이곳은 여유를 즐기는 휴식공간으로 적합하다.",공원 산책로 자연풍경구경 서정적인 데이트
S190530000128,1,2432,1000,동대문역사문화공원,37.5493763,127.0114763,서울 중구 신당동 853,02-2266-7188,정보없음,60,012432_동대문역사문화공원,해외건축가들 조차도 극찬하고 견학을 오는 DDP! 커플이라면 한 번쯤은 여기 와서 LED 장미와 함께 사진을 찍어본 적이 있을 것이다.,공원 led장미 장미정원 재미있는 데이트
S190530000129,1,112,1000,마루공원,37.506688,127.0410111,서울 강남구 일동 580-1,정보없음,매일 00:00 - 24:00,60,010112_마루공원,드넓은 공원에는 꽃들이 무성하고 그 한 가운데 편안히 쉴 수 있는 정자가 있다. 지나가다가 한 번 쉬어 갈만한 곳이다.,공원 산책로 단풍구경 서정적인 데이트
S190530000130,1,1504,1000,몽마르뜨공원,37.4941371,127.0031455,서울 서초구 서초동 산177-3,02-2155-6860,정보없음,60,011504_몽마르뜨공원,도심 속에서 제대로 공원을 즐기고 싶다면 몽마르뜨 공원! 프랑스의 몽마르뜨 뺨치는 산책로이다.,공원 산책길 산책로 이국적 단풍구경
S190530000131,1,1002,1000,발바닥공원,37.6596508,127.0296291,서울 도봉구 방학동 270-2,정보없음,매일 05:00 - 22:00,60,011002_발바닥공원,방학천을 따라 조성된 산책길로 아담하고 아기자기한 조경이 일품이다.,프리마켓 생태공원 산책길 우아한 나들이
S190530000132,1,302,1000,북서울꿈의숲,37.6214312,127.0406246,서울 강북구 번동 산28-6,02-2289-4001,매일 05:00 - 22:00,60,010302_북서울꿈의숲,과거 놀이공원이었던 드림랜드가 있던 곳을 공원으로 탈바꿈시킨 곳이다. 허브정원도 있으니 향긋한 허브내음을 맡으며 운치를 즐기고 싶다면 바로 이 곳이다. ,생태공원 산책로 전망대 편안한 단풍구경
S190530000133,1,2378,1000,북악팔각정,37.6015574,126.9806451,서울 종로구 평창동 산6-17 북악팔각정,0507-1315-6602,정보없음,60,012378_북악팔각정,드라이브 코스로 딱 좋은 북악스카이웨이 팔각정! 팔각정 내부 고급 레스토랑은 월요일이 정기휴무이니 이 점 참고!,야경 느린우체통 이탈리안레스토랑 평화로운 등산
S190530000134,1,1607,1000,살곶이체육공원,37.5541209,127.0494629,서울 성동구 사근동 104,02-2286-6090,정보없음,40,011607_살곶이체육공원,운동 특히 스케이트 보드를 좋아하는 커플이라면 와서 연습을 같이 하기에 적합한 곳이다.,공원 인라인 스케이트보드 재미있는 축제행사
S190530000135,1,1902,1000,서서울호수공원,37.527672,126.829852,서울 양천구 신월동 149-20,02-2604-3004,정보없음,60,011902_서서울호수공원,"텐트는 뚝섬, 한강에서만 치는 것이 아니다. 이 곳 서서울호수공원에서도 텐트를 치고 로맨틱하게 있을 수 있다.",호수 생태공원 바닥분수 화려한 사진찍기
S190530000136,1,1309,1000,서울함공원,37.5637561,126.9084211,서울 마포구 망원동 205-5,02-332-7500,정보없음,60,011309_서울함공원,서울 좀 안다는 커플이라면 망원동을 그냥 지나 칠 수 있나! 망원동 하면 또 서울함공원을 데이트코스로 뺄 수 없다.,공원 한강주변 군함전시관 이색데이트
S190530000137,1,1506,1000,서초문화예술공원,37.4677012,127.0308217,서울 서초구 양재동 200 서초문화예술공원,02-2155-6860,정보없음,60,011506_서초문화예술공원,거대한 메타세콰이어들의 향연! 메타세콰이어길을 걷다 보면 나도 모르게 한 손에는 카메라가 들려져 있을 것이다. ,공원 공연 메타세콰이어길 아담한 단풍구경
S190530000138,1,2415,1000,손기정체육공원,37.5556652,126.9645497,서울 중구 만리동2가 6-1,02-313-7985,평일 10:00 - 19:00 / 주말 10:00 - 20:00 / 월요일 휴무,60,012415_손기정체육공원,1936년 손기정 선수의 베를린 올림픽 우승을 기념하는 공원이다. 얼핏 들어봤을 그 분에 대해 자세히 알아갈 수 있는 곳이다.,공원 둘레길 수영장 휴식 도서관
S190530000139,1,2025,1000,영등포공원,37.515152,126.9107895,서울 영등포구 영등포동 582-3,02-2670-3717,매일 00:00 - 24:00,60,012025_영등포공원,물을 좋아하는 커플이라면 한마음 한뜻으로 분수와 물놀이장을 어린아이처럼 꺄르륵 즐겨보길 추천한다.,공원 물놀이장 산책로 깨끗한 휴식
S190530000140,1,1810,1000,오금공원,37.5033786,127.1314564,서울 송파구 오금동 51 오금근린공원,02-2147-3380,정보없음,60,011810_오금공원,소란스러움도 멀리하고 잠시 사색을 하며 쉬어가듯 거닐 수 있는 오금공원이다. ,공원 산책로 인라인 사색적인 걷기
S190530000141,1,1901,1000,오목공원,37.5279543,126.8733142,서울 양천구 목동 921,정보없음,매일 11:30 - 23:00 / 레스토랑 월요일 정기휴무,40,011901_오목공원,도심 속 개방형 생태공원으로 잠시 쉼터로 거닐거나 가끔 결혼식 장소로 이용되는 하이브리드 공원이다.,생태공원 산책로 분수 편안한 휴식
S190530000142,1,1805,1000,올림픽공원,37.5206868,127.1214941,서울 송파구 방이동 88,02-410-1114,매일 05:00 - 22:00 / 도보나 자전거 출입 (광장지역은 24:00) 매일 06:00 - 22:00차량 출입,60,011805_올림픽공원,드라마에서도 나오고 인스타그램에서도 유명한 그 나무가 있는 곳이다. 페스티벌도 자주 열리는 낭만적인 곳이다.,장미정원 산책로 커플자전거 화려한 단풍구경
S190530000143,1,1805,1000,올림픽공원 들꽃마루,37.5168251,127.1289774,서울 송파구 방이동 88 올림픽공원,정보없음,매일 05:00 - 22:00,60,011805_올림픽공원 들꽃마루,사시사철 꽃들을 볼 수 있는 올림픽 공원 들꽃마루이다. 장미축제와 코스모스 포토존이 대표적이다.,장미정원 코스모스밭 벚꽃구경 화사한 사진찍기
S190530000144,1,2325,1000,와룡공원,37.5905876,126.9906065,서울 종로구 명륜3가 산2-14,정보없음,매일 00:00 - 24:00,60,012325_와룡공원,"서울 성곽을 따라 조성된 공원이며, 서울시를 조망하기 좋은 장소이다.",성곽길 공원 야경 깨끗한 등산
S190530000145,1,2502,1000,용마폭포공원,37.5738149,127.0907879,서울 중랑구 면목동 산1-4 용마폭포공관리사무소,02-2094-2965,매일 00:00 - 24:00,60,012502_용마폭포공원,시원하게 쏟아지는 폭포수와 멋드러지게 깎인 암벽을 가만히 바라보고 있으면 마음 한 구석이 뻥 뚫린 듯한 느낌을 받을 수 있는 곳이다.,폭포 공원 암벽등반 웅장한 등산
S190530000146,1,2451,1000,장충단공원,37.5577308,127.0043005,서울 중구 장충동2가 196-1 을지 지구대,정보없음,매일 00:00 - 24:00,60,012451_장충단공원,단풍이 멋드러지게 피어 있을 뿐만 아니라 낙엽이 환상적인 곳을 찾는다면 이 곳 장충단공원이 안성맞춤이다. ,산책로 극장 둘레길 편안한 단풍구경
S190530000147,1,2362,1000,탑골공원,37.5711455,126.9883295,서울 종로구 종로2가 38-1 탑골공원,02-731-0534,정보없음,60,012362_탑골공원,우리나라 최초 도심 공원인 탑골공원은 역사의 숨결이 태동하는 곳이며 종로의 명소이다.,생태공원 극장 시장 화려한 휴식
S190530000148,1,1901,1000,파리공원,37.5344362,126.8771392,서울 양천구 목동 906 파리공원,02-2620-3570,매일 00:00 - 24:00,40,011901_파리공원,목동의 대표적인 데이트 코스로서 에펠탑을 아기자기하게 재현해 놓은 아담한 공원이다.,공원 분수 산책로 아담한 데이트
