9,처음부터 끝까지 다별로... 길게쓰고싶지도않다ㅠ 그냥 맛이 없어용...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,가성비 좋고 맛있어요언제가도 비슷한 맛을 유지합니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,건대의 너무나도 유명한 초밥집.웨이팅은 너무나도 자연스러운 가게.벽면 가득 유명인들의 싸인이 이집이 맛집임을대변해준다.크지않은 가게 두개가 1호 2호점으로 붙어있다.모듬초밥의 종류로 호야와 특호야가 있는데2% 아쉬운 호야보다는 특호야를 선호하는 편이다오마카세가 아닌 초밥집 치고는밥의 간을 굉장히 조화롭게 잘 잡았으며횟감의 숙성도도 나쁘지 않고무엇보다 아낌없이 큼직큼직하게 얹어주는 네타가참 마음에 든다특히나 이집은 고소하면서 풍미가득한 연어가 일품이며 연어 카니미소 초밥은 한번쯤 먹어볼 만하다.또한 금액대가 올라갈수록 아낌없이 서비스를 내어주시는데 하나하나가 매운탕," 생선구이 등하나의 요리같은 먹을만한 서비스를 제공하는 집이다손님 접대가 아닌.편하게 식사하며 시간보내기 좋은곳.가격에 비해 품질은 굉장히 좋으나기본적인 가격대는 조금은 있는 편.그렇지만 많이 비싸게 느껴지지 않다.가끔 생각나는집!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Tokyo420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,우리학교 주변 맛집이라고해서 굉장히 추천을 많이 해주는 곳이다! 막상 가기전까지만 해도 기대를 굉장히 많이하고 있었지만 간 다음에는 실망이 컸다...ㅠ기대가 커서 그랬는지는 모르겠지만 굉장히 평범한 맛이었다. 여기가 맛집?....혹은 웨이팅까지 하면서 먹어야하나?...라고 생각이 들정도였다...음....정말 평범한 맛..!! 굳이 이곳을 다시 찾을 것 같진 않다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,가성비 그 이상 이하도 아님,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,오늘 여자친구랑 지나가다가 가게가 이뻐서 들어갔는데 너무 맛있네요 전 연어덮밥 여자친구는 카레먹었는데 진심 맛있게 먹었습니다나중에 또 갈듯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,오늘 주말이라 우리 꼬맹이 들이랑 데이트하고 우동먹으러 갔는데 간만에 맛있는 우동 먹었습니다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,연어덮밥 맛있네요맛집맞는듯~ ㅋ우동국물도 완전 내수타일 맛집저장~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,빠오즈푸 건대점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,우마이도 건대점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,돈코츠 라멘 / 냉우동?돈코츠 육수가 짱맛있었음! 요 근방에 라멘집중에 젤 맛있는것 같았당 다만 잔치국수같이 이상했던 면발인게 아쉬웠다ㅜㅜ 냉우동도 시원하고 야채 다 시원하고 맛있었음 ㅎㅎ 재방문하고 싶은곳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,정신 없고 웨이팅한 보람도 없는.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,건대 대표라멘집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,우마이도를 다닌지 벌써 4년이상 된 것 같다.2014년부터였으니 5년이 다 되어가는 지금우마이도의 현재 상태는 어디까지 간 것인지 모르겠음.라멘은 예나 지금이나 큰 차이가 없지만차슈. 차슈가 큰 문제다.5월 초 우마이도를 방문하여항상 하듯이 차슈를 추가하여 식사를 주문했다.하지만 웬걸, 차슈는 물기없이 뻑뻑하고 종이를 씹는 듯한 식감이었다. 심지어 라면 안에 들어가 있던 차슈는 라면국물을 머금고도 끔찍한 식감이었기에," 뭔가 잘못 섞여들어간 줄 알고 냅킨에 씹던 것을 뱉었을 정도?여태까지 건대를 가면 두번에 한번은 우마이도를 방문했고 항상 라멘+차슈추가+달걀 추가하던 나지만앞으로는 우마이도를 방문하지 않을 것 같다.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,우마이도에 신메뉴가?돈코츠라멘 오리지날의 느끼함을 잡고," 매운맛보다는 덜 맵게 중간정도의 맛을 느끼고 싶으신분들을 위한 신메뉴가 나왔다.역시나 국물은 든든한게 우리나라 사골 느낌이다.면발은 여전하고 밥이 아닌 라멘이지만 든든함이 느껴진다홍대나 강남에는 유명 라멘집이 많지만 건대 라멘은 아직까지는 우마이도가 아닌가 싶다""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,노다메,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,튀김이 방금 튀겨 정말 바삭했다. 카레는 생각보다 묽었다.매운맛1단계 시켰는데 생각보다 맵진 않았다. 엄청 특별하다기 보단 적당히 배불리 잘 먹었다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,도대체 여기가 왜 맛집이지 X비꼬가 더 나음8-9000원에 셀프이용하는 서비스라는 것도 이해 안감 튀김은 그냥 싸구려 대용량 냉동튀김인가 별 맛 없었음 먹다 남김,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,야채카레 8.0*밥/카레 리필 된답니다*매운 맛 2단계는 신라면 정도라고 했는데 그보다는 맵네요! 기본에 충실한 일식 카레 맛 딱 그 자체! 야채가 주는 상콤함? 카레에 배어난 야채맛? 요런 것 없이 야채 따로 카레 따로 먹는 느낌였어요! 야채말고 다른 카레 드세요 ^_^ 같은 값의 돈까스 카레가 훨씬 나을 듯!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,학생때부터 다녔던 사랑하는 건대의 밥집. 괜찮은 가격에 맛있는 카레를 먹을 수 있다. 맛있는 일본식 카레. 학생때는 일주일에 한번은 꼭 갔고 졸업한지 몇년이 지난 지금도 생각이 나서 자주 가는 곳.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,굳이 찾아올 정도는 아니지만 그래도 지나가다가 먹는 거라면 추천,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,서북면옥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,평얀냉면," 원래 간이없는 심심한맛. 나는 별로""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,가성비갑 친절은 기본 면발 육수 내맘속 3위 안에 좀 굵은듯한 면발 내겐 딱 만두는 두부와 숙주나물을 주로한 슴슴한 맛 수육은 잡내없이 부드러워 술 도둑 서북 평냉먹으면 다른집 가면 기분상할 수있습니다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,호불호가 나뉜다고 하지만 가격도 정직하고 변함없는 맛 덕분에 근처에 가면 꼭 방문합니다.매장이 작고 직원분들과 너무 가깝지만? 그런게 불편하지 않다면 꼭 방문해 보시길. 맛은 없고 유명한, 그리고 가격은 17,"000원 육박한? 그런 곳들 보다 훨씬 좋은 선택일거에요.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,만두도 존맛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,만석이어서 사진 뒤에 보이는 통에서 직접 대기표를 뽑아 끊고 기다렸어요?:) 혼자 갔더니, 다른 분과 한 테이블에 합석해서 먹게 해주셨습니다! 평양냉면을 먹어본 적은 있지만, 서북면옥은 많이 밍밍하다는 평을 보고 혹시라도 제 입맛에 맞지 않을까 걱정돼서 비빔으로 시켰어요! *음식이 나왔는데, 국그릇에 평양냉면 육수(?)를 주시더라고요! 저는 달고 짠 음식을 좋아하지만, 너무 밍밍하다고 느껴지진 않았습니다! 아마 평양냉면 시켰어도 잘 먹었을 것 같아요! 비빔냉면도 우리가 아는 맛보다는 심심하지만, 고명으로 주신 고기랑 무랑 먹으면 제 입맛에도 잘 맞는 음식이었습니다! 아쉬웠던 건 식사 중에 락스 냄새가 났어요! 아마 주방 청소를 하셨던 것 같은데," 이게 좀 불편했었네요?? 다들 맛있게 드세요♥?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,안동참찜닭본점2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,골목에 골목,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,떡볶이보다는 피자가 더 기억에 남지만," 맛있었다""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,기대 1도 안 했는디 생각보다 괜찮았다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,크떡+샐러드피자의 조합은 완벽!! 거기다 후식까지 정말 완벽!! 가성비에 음식 양도 적당하고 좋은거 같아요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,여기 진짜 맛있다. 찾기도 힘들고 사람도 없는 구석에 박혀있는데 가게 안에는 사람으로 한가득이다. 망플에서 평도 좋고 리뷰가 압도적으로 많길래 뭔가 싶었는데 좋은 이유가 있었다. 간단하게 끼니 때우기도 좋고 가격도 저렴하다. 크림떡볶이 + 고르곤졸라 핏자 + 주먹밥 + 요거트 조합으로 주문했고 처음에 크떡은 느끼한걸 잘 못먹어서 걱정했는데 딱 적당해서 먹는내내 느끼함은 못느꼈다. 또 국물이 걸쭉하기보단 맑고 좀 매콤할거란 직원말과 다르게 그냥 느끼한맛을 잡아주는 정도였다. 떡볶이가 정말 쫄깃하고 맛있어서 면이나 사리대신 차라리 떡볶이 양이 많았음 좋았을텐데 싶었다. 양은 적당히 배부른 정도고 이 다음에 고르곤졸라 피자 , 주먹밥 ," 요거트 아이스크림까지 다 먹으면 매우 배부르다. 이번엔 크림떡볶이를 시켰지만 다음엔 짜장떡볶이에 도전해보고싶다. 사실 가격도 저렴해서 맘만같으면 둘다 먹어보고싶음 ㅎ""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,크림떡볶이+ 샐러드치자+ 주먹밥+ 요거트 아이스크림 먹었어요1인당 8500이고 샐러드치자는 500원씩 추가해서 먹었어요!크림은 생각보다 느끼하지 않도 라면스프 맛이 조금 나서 괜찮아요 라면사리와 파스타도 들어있는데 떡이 좀 적었어요엄청 배부르게 먹었어요! 가성비는 좋은 것 같아요 ~~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,히네꼬건대본점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,멘야산다이메 건대점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,이스트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,우와 너무 맛있어요☆ 콰트로 포르마지 피자, 까르보나라 피칸테, 까비알레 (오늘의 스페셜 파스타) 먹었어요!예전에 갔을 때는 다른 피자 먹었었는데," 제가 치즈 듬뿍을 좋아하는데 그게 아니었어서 별로라 생각했거든요.. 근데 이 피자는 치즈 많고 너무 맛있고 완전 제 스타일이더라구요! 꿀도 따로 주시는데 제가 단걸 좋아해서 듬뿍 뿌려 먹었더니 정말 행복.. 꿀 더 요청드리면 더 주세요ㅎㅎ 치즈 맛도 풍부하고 화덕피자다 보니 도우도 쫀득하고 빵 끝까지 맛있게 먹었네요파스타도 저는 맛있게 먹었어요! 까르보나라가 막 크림파스타는 아닌데 약간 현지식 까르보나라 느낌인데 맛있었어요 꾸덕한거 좋아해서ㅎㅎ 맛이 조금 독특했는데 넘나 취향인 것.. 감칠맛 최고☆새우 날치알 파스타도 맛있었어요! 재료도 팍팍 들어가있고 새우도 탱글했고 좋았어요. 다만 앞 두 메뉴가 너무 제 취향이였어서 이거는 약간 뒷전으로 밀리기는 했지만 맛있더라구요""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,어은동에 괜찮은 피자집화덕피자라 피자 만큼은 정말 맛있다! 도우도 쫄깃쫄깃 하고 속재료도 잘어울려 어떤 피자를 시키든 실패 한 적이 없다! 하지만 파스타가 정말 별로 ㅠㅠㅠ여기서 맛있는 선택을 해 본 적이 없어서 좀 아쉽다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,#피자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,어은동 궁동에서 가장 괜찮은 화덕 피자집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,피자 대부분이 맛있다 파스타는 no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,돕감자탕전문점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,감자탕(소)랑 점심메뉴 뚝배기 먹어봤어요. 가보니 맛있어서 자주 가는 편이에요. 고기가 부드럽고 쉽게 발라낼 수 있어서 좋아요! 1층에선 신발을 벗고 들어가야 하구 지하는 의자에 앉아서 먹을 수 있어요.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,평점에 기대하고 갔으나 그냥 평범했다.둘이서 소짜를 시켰는데 뼈가 많지않았다. 우거지도 없다. 뼈에 고기는 많았지만 가격대비 푸짐하지 않은느낌.물론 사리넣고 밥볶아먹으면 엄청 배부르다.딱히 다른 감자탕 프랜차이즈와 차이를 모르겠다.오히려 중년손님이 많고 시끄러워서 다른 조용한 프랜차이즈 감자탕이 낫다고 느꼈다.재방문의사 50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,김무난,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,뚝배기감자탕(0.75)????????감자뼈가 2개지만 하나 먹다가 어지간히 공기밥 한 공기 뚝딱할 정도로 다른 감자탕에 들어있는 것들보다 살코기가 정말 많다. 한공기만 먹으려 했는데 강제 2공기행 열차 탑승시키는 감자탕..ㅋㅋㅋㅋ 살코기 위주라 촉촉한 스타일이라기보단 다소 퍽퍽한 식감이지만 국물에 적셔먹거나 와사비에 찍어먹으면 될 일. 너무 짜고 자극적인 국물보다는 담백한 국물을 선호하는 편이라 국물은 아쉬웠다. 하지만 그 짜고 자극적인 국물맛에 감자탕을 먹는거니까 이해할만하다. 그런 점을 감안하면 준수한 국물맛!그리고 뼈를 어느정도 먹다보면 보물찾기에서 돌을 들어내면 보물나오는 것처럼 수제비와 조랭이떡," 당면을 찾을 수 있다ㅋㅋ반찬으로 단호박 샐러드가 푸짐하게 나오고 젓갈도 나온다. 짤때마다 샐러드 먹으면서 입을 상쾌하게! 국물이 짜서 젓갈은 손이 많이 가진 않는다ㅠㅠ전체적으로 푸짐한 고기에 뜨끈한 국물이 생각날 때 가성비 좋게 즐기러 오면 좋을 것 같다. 그리고 좋은데이 2500 매화수 2500 다른 주류들도 다른 가게들보다 저렴하고 홀이 넓어서 반주나 회식하기에도 좋을 것 같은 곳이다. 하지만 근처에 올 일이 있다면 들릴만하나 굳이 찾아서 올 것 같지는 않다.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,여기 감자탕 마시따 푸짐하고 국물도 찐하고 언제 가도 사람이 많당 뜨끈한 국물 땡길 때 가서 든든하게 먹기 조음 그리고 라면이나 우동사리 넣지 말고 나중에 밥 볶아먹는 게 더 맛있음 이 곳의 하이라이트는 볶음밥임ㅇㅇ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,페르시안걸프피자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,페스타마레 건대본점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,결돈부리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,여자친구랑 건대 갈때마다 들리는 맛집입니다연어도 두툼하고 맛과 가격이 훌륭합니다.조만간 또 갑니다! ㅎㅅㅎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,무슨 삼고초려도 아니고 진짜 세번갔는데 갈때마다 저 문앞에만 보고 돌아옴 갈때마다 재료소진... 거기까진 충분히 이해해 뭐 맛집이라면... 심지어 전화하고 갔는데도 재료소진이래...그래서 내가 몇번이나 재료 있어요? 라고 물어봤는데도착했더니 재료 없어요 라스트 오더가 어쩌고 저쩌고 빨리 마감치려는 알바들 핑계로 밖에 안들리는..재료 없는거랑 라스트 오더랑 상관 없잖아? 그랬으면 전화했을때 라스트 오더시간을 알려줬어야지손님 오게 만들어놓고 그냥가게 만드는... 어휴...전화했는데 주차안내도 안해주고 분명 전화기 넘어로 옆에 여자 알바생은 어디어디 주차하면 된다고 하는데 남자알바생은 불친절의 끝주차할데 없는데요.... 뭥미 ㅋㅋㅋㅋ 내가 못들은줄 알았겠지..여기는 맛있어도 절대 안간다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,엄청 짜요.. 맛도 별로 특별한 맛이 아니었고 사이드랑 본 메뉴 다 짜서 먹다 남길 정도.. ㅠㅠ 왜 유명한지 잘 모르겠어요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,[서울/건대 - 결돈부리]-사케동 8.9(연어추가 4.0)믹스가츠동 7.9-연어 두툼쓰해서 한 입에 먹으면 감칠맛가츠동은 단짠단짠 하네용.--#건대맛집#결돈부리#사케동#연어#가츠동#단짠단짠#먹스타그램#맛스타그램#먹방#먹스타#맛집#맛집탐방#food#foodie#foodstagram#foodporn#foodphotography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,맛집... 그 자체...평이 워낙 좋아서 갔는데 정말 맛있었어요!연어를 엄청 좋아하는 저에게 힐링 플레이스가 되어준 곳ㅠㅠ평일 오후1시 좀 전에 갔는데 웨이팅 없었어요!!연어뱃살덮밥을 주문했는데, 연어가... 정말 비린 느낌이 하나도 없고 딱 부드럽고 맛있었어요ㅎㅎ 양파를 따로 주셔서 개인적으로 좋았고," 달달한 간장 소스도 마음에 들었어요! 와사비가 센 편이라 조금씩만 덜어 먹는 게 좋은 것 같아요.음식도 빨리 나오고 가격도 저렴하고 맛도 진짜 좋고... 근처에 갈 일 있으면 꼭 재방문하려구요!! 강추해요!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,복만루,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,무한리필훠궈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,토마토탕 백탕 홍탕 세 가지 조합으로 먹어보았는데,"  셋 다 자극적이지 않은 국물맛이었습니다. 마라탕이 아니라 그런지 그렇게 맵지는 않더라구요. 토마토탕은 처음 시도해 봤는데 셋 중에 제일 맛있었어요. 뭔가 파스타 소스 같은 느낌??  주문할때 누르는 벨이 없고 직원분들이 다 주방에 계셔서 뭐 주문할때 그점은 귀찮지만 괜찮았어요 ㅎㅎ 3호점은 웨이팅 없더라구요.. 다음번에는 원조집도 가보고 싶네요.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,매장이 깔끔하고 재료들 준비가 잘되어있어서 훠궈를 즐기기 좋다 마라탕의 마라향이 많이 강하지 않아 마라를 처음 접하는 사람도 즐기기 좋을듯하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,건대 롯백서 쇼핑후, 복만루3호점 방문, 훠궈를 먹으러 옴!흔히 만주족과 몽골족이 즐겨먹던 음식중 하나인 훠궈는 전쟁 물자 보급의 부담을 줄이기 위해 말고기, 양고기를 끓인 물에 넣어서 먹던것이 기원이 되었고, 중국 청나라에 와서는 소, 돼지 등 다양한 고기와 야채를 함께 먹는 음식이 되었다. 신라의 후손들이 신라 멸망후, 한반도를 벗어나 지금의 만주에 정착하면서 만주족의 한 무리를 이루었는데 머 훠궈도 우리나라 음식인걸로 퉁!복만루 본점보다 인테리어며 시설 자체는 훨씬 깨끗했다. 무한리필이라 냉동고기를 쓰지만 끓는 물에 담궈먹으면 다 거가 거다훠궈는 고기도 먹긴 하지만 야채 뿜뿜하게 맛있게 먹을수 잇고 맹그러 먹는 디핑소스가 특히나 좋음글구 여기 서빙하는 알바," 한국말 조금 서툴긴 한데 응근 매력있어서 또 방문할듯!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,쾌적하고 깨끗해서 참 좋았던 복만루 3호점웨이팅이 조금 있을 수 있지만 기다릴 이유가 충분해요! 다만 환기가 안되니 옷에서 냄새날 수 있어요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,송림식당,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
